subject,predicate,object,subjectComment,predicateComment,objectComment
Moderator,managesRules,CommunityRules,Represents a moderator assigned to a community with specific roles and permissions.,Links a moderator to the rules they manage in the community.,Represents rules or guidelines that govern behavior and content within a community.
Moderator,managesRules,CommunityRules,Represents a moderator assigned to a community with specific roles and permissions.,Links a moderator to the rules they manage in the community.,Represents the rules governing a community's content and behavior.
ModerationQueue,containsFlaggedContent,Content,Represents a queue that contains flagged content for moderation.,Links a moderation queue to flagged content.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
ModerationQueue,processedByModerator,Moderator,Represents a queue that contains flagged content for moderation.,Links a moderation queue to the moderator who processed it.,Represents a moderator assigned to a community with specific roles and permissions.
Community,hasRules,CommunityRules,"Represents an online community where users can join, follow, and interact with posts and rules.",Links a community to its rules.,Represents rules or guidelines that govern behavior and content within a community.
Community,hasRules,CommunityRules,"Represents an online community where users can join, follow, and interact with posts and rules.",Links a community to its rules.,Represents the rules governing a community's content and behavior.
CommunityRules,createdByModerator,Moderator,Represents rules or guidelines that govern behavior and content within a community.,Links a community rule to the moderator who created it.,Represents a moderator assigned to a community with specific roles and permissions.
CommunityRules,createdByModerator,Moderator,Represents the rules governing a community's content and behavior.,Links a community rule to the moderator who created it.,Represents a moderator assigned to a community with specific roles and permissions.
CommunityRules,lastUpdatedBy,Moderator,Represents rules or guidelines that govern behavior and content within a community.,Links a community rule to the moderator who last updated it.,Represents a moderator assigned to a community with specific roles and permissions.
CommunityRules,lastUpdatedBy,Moderator,Represents the rules governing a community's content and behavior.,Links a community rule to the moderator who last updated it.,Represents a moderator assigned to a community with specific roles and permissions.
Reports,isFiledAgainst,User,Represents user reports for violations in the community.,Links a report to the user it is filed against.,Represents a user in the online forum or blog system.
Reports,isFiledFor,Post,Represents user reports for violations in the community.,Links a report to the post it is filed for.,"Represents posts created by users, which may contain text, media, and other metadata."
Reports,isFiledBy,User,Represents user reports for violations in the community.,Links a report to the user who filed it.,Represents a user in the online forum or blog system.
Reports,reviewedBy,Moderator,Represents user reports for violations in the community.,Links a report to the moderator who reviewed it.,Represents a moderator assigned to a community with specific roles and permissions.
Community,hasSettings,CommunitySettings,"Represents an online community where users can join, follow, and interact with posts and rules.",Links a community to its settings.,"Represents settings for a community, including posting rules, banner, and flair."
CommunitySettings,hasDefaultFlair,Community,"Represents settings for a community, including posting rules, banner, and flair.",Links the community settings to its default flair for posts.,"Represents an online community where users can join, follow, and interact with posts and rules."
User,upvotesContent,Content,Represents a user in the online forum or blog system.,Links a user to the content they have upvoted.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
User,downvotesContent,Content,Represents a user in the online forum or blog system.,Links a user to the content they have downvoted.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
UpvoteDownvote,associatedWithContent,Content,Represents upvote or downvote actions on content.,Links an upvote or downvote action to the associated content.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
UpvoteDownvote,associatedWithContent,Content,Represents upvote or downvote actions on content.,Links a like action to the associated content.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
UpvoteDownvote,associatedWithContent,Content,Represents upvote or downvote actions on content.,Links a share or repost action to the associated content.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
UpvoteDownvote,associatedWithContent,Content,Represents upvote or downvote actions on content.,Links a bookmark action to the associated content.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
UpvoteDownvote,associatedWithContent,Content,Represents upvote or downvote actions on content.,Links an award action to the associated content.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
UpvoteDownvote,associatedWithContent,Content,Represents upvote or downvote actions on content.,Links a comment to the content it is associated with.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
UpvoteDownvote,associatedWithContent,Content,Represents upvote or downvote actions on content.,Links trending content to the actual content it represents.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
UpvoteDownvote,associatedWithContent,Content,Represents upvote or downvote actions on content.,Links recommended content to its associated content entity.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
UpvoteDownvote,associatedWithContent,Content,Represents upvote or downvote actions on content.,Links a flair tag to specific content.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
Like,associatedWithContent,Content,Represents a like action on content.,Links an upvote or downvote action to the associated content.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
Like,associatedWithContent,Content,Represents a like action on content.,Links a like action to the associated content.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
Like,associatedWithContent,Content,Represents a like action on content.,Links a share or repost action to the associated content.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
Like,associatedWithContent,Content,Represents a like action on content.,Links a bookmark action to the associated content.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
Like,associatedWithContent,Content,Represents a like action on content.,Links an award action to the associated content.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
Like,associatedWithContent,Content,Represents a like action on content.,Links a comment to the content it is associated with.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
Like,associatedWithContent,Content,Represents a like action on content.,Links trending content to the actual content it represents.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
Like,associatedWithContent,Content,Represents a like action on content.,Links recommended content to its associated content entity.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
Like,associatedWithContent,Content,Represents a like action on content.,Links a flair tag to specific content.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
ShareRepost,associatedWithContent,Content,Represents sharing or reposting content to a community or other platforms.,Links an upvote or downvote action to the associated content.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
ShareRepost,associatedWithContent,Content,Represents sharing or reposting content to a community or other platforms.,Links a like action to the associated content.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
ShareRepost,associatedWithContent,Content,Represents sharing or reposting content to a community or other platforms.,Links a share or repost action to the associated content.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
ShareRepost,associatedWithContent,Content,Represents sharing or reposting content to a community or other platforms.,Links a bookmark action to the associated content.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
ShareRepost,associatedWithContent,Content,Represents sharing or reposting content to a community or other platforms.,Links an award action to the associated content.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
ShareRepost,associatedWithContent,Content,Represents sharing or reposting content to a community or other platforms.,Links a comment to the content it is associated with.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
ShareRepost,associatedWithContent,Content,Represents sharing or reposting content to a community or other platforms.,Links trending content to the actual content it represents.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
ShareRepost,associatedWithContent,Content,Represents sharing or reposting content to a community or other platforms.,Links recommended content to its associated content entity.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
ShareRepost,associatedWithContent,Content,Represents sharing or reposting content to a community or other platforms.,Links a flair tag to specific content.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
Bookmark,associatedWithContent,Content,Represents bookmarking content for later reference.,Links an upvote or downvote action to the associated content.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
Bookmark,associatedWithContent,Content,Represents bookmarking content for later reference.,Links a like action to the associated content.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
Bookmark,associatedWithContent,Content,Represents bookmarking content for later reference.,Links a share or repost action to the associated content.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
Bookmark,associatedWithContent,Content,Represents bookmarking content for later reference.,Links a bookmark action to the associated content.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
Bookmark,associatedWithContent,Content,Represents bookmarking content for later reference.,Links an award action to the associated content.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
Bookmark,associatedWithContent,Content,Represents bookmarking content for later reference.,Links a comment to the content it is associated with.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
Bookmark,associatedWithContent,Content,Represents bookmarking content for later reference.,Links trending content to the actual content it represents.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
Bookmark,associatedWithContent,Content,Represents bookmarking content for later reference.,Links recommended content to its associated content entity.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
Bookmark,associatedWithContent,Content,Represents bookmarking content for later reference.,Links a flair tag to specific content.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
GiveAwards,associatedWithContent,Content,Represents giving awards to content or users as recognition.,Links an upvote or downvote action to the associated content.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
GiveAwards,associatedWithContent,Content,Represents giving awards to content or users as recognition.,Links a like action to the associated content.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
GiveAwards,associatedWithContent,Content,Represents giving awards to content or users as recognition.,Links a share or repost action to the associated content.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
GiveAwards,associatedWithContent,Content,Represents giving awards to content or users as recognition.,Links a bookmark action to the associated content.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
GiveAwards,associatedWithContent,Content,Represents giving awards to content or users as recognition.,Links an award action to the associated content.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
GiveAwards,associatedWithContent,Content,Represents giving awards to content or users as recognition.,Links a comment to the content it is associated with.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
GiveAwards,associatedWithContent,Content,Represents giving awards to content or users as recognition.,Links trending content to the actual content it represents.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
GiveAwards,associatedWithContent,Content,Represents giving awards to content or users as recognition.,Links recommended content to its associated content entity.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
GiveAwards,associatedWithContent,Content,Represents giving awards to content or users as recognition.,Links a flair tag to specific content.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
Comment,associatedWithContent,Content,Represents comments made by users on content.,Links an upvote or downvote action to the associated content.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
Comment,associatedWithContent,Content,Represents comments made by users on content.,Links a like action to the associated content.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
Comment,associatedWithContent,Content,Represents comments made by users on content.,Links a share or repost action to the associated content.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
Comment,associatedWithContent,Content,Represents comments made by users on content.,Links a bookmark action to the associated content.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
Comment,associatedWithContent,Content,Represents comments made by users on content.,Links an award action to the associated content.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
Comment,associatedWithContent,Content,Represents comments made by users on content.,Links a comment to the content it is associated with.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
Comment,associatedWithContent,Content,Represents comments made by users on content.,Links trending content to the actual content it represents.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
Comment,associatedWithContent,Content,Represents comments made by users on content.,Links recommended content to its associated content entity.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
Comment,associatedWithContent,Content,Represents comments made by users on content.,Links a flair tag to specific content.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
TrendingContent,associatedWithContent,Content,Represents content identified as trending based on user activities.,Links an upvote or downvote action to the associated content.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
TrendingContent,associatedWithContent,Content,Represents content identified as trending based on user activities.,Links a like action to the associated content.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
TrendingContent,associatedWithContent,Content,Represents content identified as trending based on user activities.,Links a share or repost action to the associated content.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
TrendingContent,associatedWithContent,Content,Represents content identified as trending based on user activities.,Links a bookmark action to the associated content.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
TrendingContent,associatedWithContent,Content,Represents content identified as trending based on user activities.,Links an award action to the associated content.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
TrendingContent,associatedWithContent,Content,Represents content identified as trending based on user activities.,Links a comment to the content it is associated with.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
TrendingContent,associatedWithContent,Content,Represents content identified as trending based on user activities.,Links trending content to the actual content it represents.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
TrendingContent,associatedWithContent,Content,Represents content identified as trending based on user activities.,Links recommended content to its associated content entity.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
TrendingContent,associatedWithContent,Content,Represents content identified as trending based on user activities.,Links a flair tag to specific content.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
RecommendedContent,associatedWithContent,Content,Represents the content recommended to a user.,Links an upvote or downvote action to the associated content.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
RecommendedContent,associatedWithContent,Content,Represents the content recommended to a user.,Links a like action to the associated content.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
RecommendedContent,associatedWithContent,Content,Represents the content recommended to a user.,Links a share or repost action to the associated content.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
RecommendedContent,associatedWithContent,Content,Represents the content recommended to a user.,Links a bookmark action to the associated content.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
RecommendedContent,associatedWithContent,Content,Represents the content recommended to a user.,Links an award action to the associated content.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
RecommendedContent,associatedWithContent,Content,Represents the content recommended to a user.,Links a comment to the content it is associated with.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
RecommendedContent,associatedWithContent,Content,Represents the content recommended to a user.,Links trending content to the actual content it represents.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
RecommendedContent,associatedWithContent,Content,Represents the content recommended to a user.,Links recommended content to its associated content entity.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
RecommendedContent,associatedWithContent,Content,Represents the content recommended to a user.,Links a flair tag to specific content.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
Flair,associatedWithContent,Content,Represents flair tags associated with posts or content.,Links an upvote or downvote action to the associated content.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
Flair,associatedWithContent,Content,Represents flair tags associated with posts or content.,Links a like action to the associated content.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
Flair,associatedWithContent,Content,Represents flair tags associated with posts or content.,Links a share or repost action to the associated content.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
Flair,associatedWithContent,Content,Represents flair tags associated with posts or content.,Links a bookmark action to the associated content.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
Flair,associatedWithContent,Content,Represents flair tags associated with posts or content.,Links an award action to the associated content.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
Flair,associatedWithContent,Content,Represents flair tags associated with posts or content.,Links a comment to the content it is associated with.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
Flair,associatedWithContent,Content,Represents flair tags associated with posts or content.,Links trending content to the actual content it represents.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
Flair,associatedWithContent,Content,Represents flair tags associated with posts or content.,Links recommended content to its associated content entity.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
Flair,associatedWithContent,Content,Represents flair tags associated with posts or content.,Links a flair tag to specific content.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
User,likesContent,Content,Represents a user in the online forum or blog system.,Links a user to the content they have liked.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
User,repliesToComment,Comment,Represents a user in the online forum or blog system.,Links a user to the comment they have replied to.,Represents comments made by users on content.
ReplyToComments,associatedWithComment,Comment,Represents a reply to a comment action.,Links a reply action to the associated comment.,Represents comments made by users on content.
User,sharesContent,Content,Represents a user in the online forum or blog system.,Links a user to the content they have shared or reposted.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
ShareRepost,sharedToCommunity,Community,Represents sharing or reposting content to a community or other platforms.,Links shared content to the community where it was reposted.,"Represents an online community where users can join, follow, and interact with posts and rules."
User,bookmarksContent,Content,Represents a user in the online forum or blog system.,Links a user to the content they have bookmarked.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
User,givesAwardToContent,Content,Represents a user in the online forum or blog system.,Links a user to the content they have awarded.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
GiveAwards,associatedWithAwardingUser,User,Represents giving awards to content or users as recognition.,Links an award action to the user who awarded the content.,Represents a user in the online forum or blog system.
User,blocksUser,User,Represents a user in the online forum or blog system.,Links a user to another user they have blocked.,Represents a user in the online forum or blog system.
User,blocksUser,User,Represents a user in the online forum or blog system.,Links a user who blocks another user.,Represents a user in the online forum or blog system.
User,unblocksUser,User,Represents a user in the online forum or blog system.,Links a user to another user they have unblocked.,Represents a user in the online forum or blog system.
User,mutesUser,User,Represents a user in the online forum or blog system.,Links a user to another user they have muted.,Represents a user in the online forum or blog system.
User,mutesUser,User,Represents a user in the online forum or blog system.,Links a user who mutes another user.,Represents a user in the online forum or blog system.
User,mutesTopic,Topic,Represents a user in the online forum or blog system.,Links a user to a topic they have muted.,Represents topics on forums
Mute,associatedWithTopic,Topic,Represents muting actions on users or topics.,Links a muting action to the associated topic.,Represents topics on forums
Mute,associatedWithTopic,Topic,Represents muting actions on users or topics.,Links a following action to the associated topic.,Represents topics on forums
Mute,associatedWithTopic,Topic,Represents muting actions on users or topics.,Links trending content to a topic it is associated with.,Represents topics on forums
Mute,associatedWithTopic,Topic,Represents muting actions on users or topics.,Links recommended content to the topic it is associated with.,Represents topics on forums
FollowTopics,associatedWithTopic,Topic,Represents following topics actions.,Links a muting action to the associated topic.,Represents topics on forums
FollowTopics,associatedWithTopic,Topic,Represents following topics actions.,Links a following action to the associated topic.,Represents topics on forums
FollowTopics,associatedWithTopic,Topic,Represents following topics actions.,Links trending content to a topic it is associated with.,Represents topics on forums
FollowTopics,associatedWithTopic,Topic,Represents following topics actions.,Links recommended content to the topic it is associated with.,Represents topics on forums
TrendingContent,associatedWithTopic,Topic,Represents content identified as trending based on user activities.,Links a muting action to the associated topic.,Represents topics on forums
TrendingContent,associatedWithTopic,Topic,Represents content identified as trending based on user activities.,Links a following action to the associated topic.,Represents topics on forums
TrendingContent,associatedWithTopic,Topic,Represents content identified as trending based on user activities.,Links trending content to a topic it is associated with.,Represents topics on forums
TrendingContent,associatedWithTopic,Topic,Represents content identified as trending based on user activities.,Links recommended content to the topic it is associated with.,Represents topics on forums
RecommendedContent,associatedWithTopic,Topic,Represents the content recommended to a user.,Links a muting action to the associated topic.,Represents topics on forums
RecommendedContent,associatedWithTopic,Topic,Represents the content recommended to a user.,Links a following action to the associated topic.,Represents topics on forums
RecommendedContent,associatedWithTopic,Topic,Represents the content recommended to a user.,Links trending content to a topic it is associated with.,Represents topics on forums
RecommendedContent,associatedWithTopic,Topic,Represents the content recommended to a user.,Links recommended content to the topic it is associated with.,Represents topics on forums
User,followsTopic,Topic,Represents a user in the online forum or blog system.,Links a user to a topic they are following.,Represents topics on forums
User,pinsPost,Post,Represents a user in the online forum or blog system.,Links a user to a post they have pinned.,"Represents posts created by users, which may contain text, media, and other metadata."
Community,pinsPostByCommunity,Post,"Represents an online community where users can join, follow, and interact with posts and rules.",Links a community to a post it has pinned.,"Represents posts created by users, which may contain text, media, and other metadata."
User,commentsOn,Content,Represents a user in the online forum or blog system.,Links a user to the content they have commented on.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
BlockUnblockUser,blockInitiator,User,Represents blocking and unblocking actions between users.,"
        Indicates the user who initiates the blocking action.
        ",Represents a user in the online forum or blog system.
BlockUnblockUser,blockedTargetUser,User,Represents blocking and unblocking actions between users.,"
        Indicates the user who is being blocked.
        ",Represents a user in the online forum or blog system.
User,searchesFor,Content,Represents a user in the online forum or blog system.,Links a user to the target of their search query.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
User,appliesSearchFilter,AdvancedSearch,Represents a user in the online forum or blog system.,Links a user to the advanced search filters they applied.,Represents advanced search functionalities with additional filters.
User,viewsTrendingContent,TrendingContent,Represents a user in the online forum or blog system.,Links a user to trending content they viewed.,Represents content identified as trending based on user activities.
User,receivesRecommendations,RecommendedContent,Represents a user in the online forum or blog system.,Links a user to the content recommended to them.,Represents the content recommended to a user.
User,browsesCategory,Category,Represents a user in the online forum or blog system.,Links a user to the category they are browsing.,Represents content categories available for exploration.
User,searchesByFlair,Flair,Represents a user in the online forum or blog system.,Links a user to the flair they used in their search.,Represents flair tags associated with posts or content.
User,customizesInAppNotifications,NotificationPreferences,Represents a user in the online forum or blog system.,Links a user to their in-app notification preferences.,Represents preferences for in-app notifications.
User,receivesWeeklyDigest,DigestSummary,Represents a user in the online forum or blog system.,Links a user to their weekly digest summary.,Represents a summary of weekly activity digest.
DigestSummary,hasContentHighlights,Content,Represents a summary of weekly activity digest.,Links digest summaries to content highlights.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
User,sendsMessageTo,User,Represents a user in the online forum or blog system.,Links a user who sends a direct message to another user.,Represents a user in the online forum or blog system.
User,receivesMessageFrom,User,Represents a user in the online forum or blog system.,Links a user who receives a direct message from another user.,Represents a user in the online forum or blog system.
User,participatesInGroupMessage,GroupMessage,Represents a user in the online forum or blog system.,Links a user participating in a group message thread.,
GroupMessage,hasParticipants,User,,Links a group message thread to its participants.,Represents a user in the online forum or blog system.
User,joinsGroupChat,GroupMessaging,Represents a user in the online forum or blog system.,Links a user to the group chat they joined.,Represents group messaging interactions.
User,leavesGroupChat,GroupMessaging,Represents a user in the online forum or blog system.,Links a user to the group chat they left.,Represents group messaging interactions.
User,mutesGroupChat,GroupMessaging,Represents a user in the online forum or blog system.,Links a user to the group chat they muted.,Represents group messaging interactions.
DirectMessaging,messageSender,User,Represents one-on-one messaging interactions.,"
        Indicates the user who sent this particular direct message instance.
        ",Represents a user in the online forum or blog system.
DirectMessaging,messageReceiver,User,Represents one-on-one messaging interactions.,"
        Indicates the user who received this particular direct message instance.
        ",Represents a user in the online forum or blog system.
User,enablesSubscriptionFor,Content,Represents a user in the online forum or blog system.,Links a user enabling subscription for specific content.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
User,receivesAdRevenueFrom,Content,Represents a user in the online forum or blog system.,Links a user receiving ad revenue from specific content.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
User,donatesTo,Content,Represents a user in the online forum or blog system.,Links a user donating to specific content or creators.,"Represents all forms of user-generated content, including posts and drafts, within the platform."
User,adjustsDisplayPreferences,AccessibilitySettings,Represents a user in the online forum or blog system.,Links a user to their display preferences in accessibility settings.,Represents display-related accessibility settings.
User,choosesLanguagePreference,LanguageSettings,Represents a user in the online forum or blog system.,Links a user to their preferred language settings.,Represents user language preferences for accessibility.
Community,tracksGrowth,CommunityMetrics,"Represents an online community where users can join, follow, and interact with posts and rules.",Links a community to its growth metrics.,"Represents metrics for communities, including growth and engagement."
Draft,tracksPerformance,UserInsights,"Represents drafts saved by users, which can be edited and later posted.",Links a draft to user insights on its performance.,Represents insights for users based on their drafts or contributions.
